id,store,storeZip,storeName,storeAddress,name,brand,size,category,price,lastChecked,notes
walmart-79015-011,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Apples,Fresh produce,per lb,Produce,1.34,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-011,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Apples,Fresh produce,per lb,Produce,1.89,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-012,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Russet Potatoes,Fresh produce,5 lb bag,Produce,3.68,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-012,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Russet Potatoes,Fresh produce,5 lb bag,Produce,4.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-013,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Baby Carrots,Marketside,1 lb bag,Produce,1.48,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-013,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Baby Carrots,Fresh produce,1 lb bag,Produce,1.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-014,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Garden Salad Mix,Marketside,10-12 oz bag,Produce,2.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-014,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Garden Salad Mix,Fresh produce,10-12 oz bag,Produce,3.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-015,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Roma Tomatoes,Fresh produce,per lb,Produce,1.28,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-015,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Roma Tomatoes,Fresh produce,per lb,Produce,1.69,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-016,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Yellow Onions,Fresh produce,3 lb bag,Produce,2.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-016,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Yellow Onions,Fresh produce,3 lb bag,Produce,3.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-017,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Sandwich Bread,Great Value,20 oz loaf,Bakery,1.42,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-017,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Sandwich Bread,Signature Select,20 oz loaf,Bakery,2.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-018,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Flour Tortillas,Great Value,10 ct,Bakery,1.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-018,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Flour Tortillas,Signature Select,10 ct,Bakery,2.79,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-019,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",White Rice,Great Value,5 lb bag,Pantry,3.34,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-019,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",White Rice,Signature Select,5 lb bag,Pantry,4.29,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-020,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pinto Beans,Great Value,2 lb dry,Pantry,2.48,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-020,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Pinto Beans,Signature Select,2 lb dry,Pantry,2.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-021,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Peanut Butter,Great Value,40 oz,Pantry,3.84,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-021,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Peanut Butter,Signature Select,40 oz,Pantry,4.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-022,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Grape Jelly,Great Value,30 oz,Pantry,2.72,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-022,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Grape Jelly,Signature Select,30 oz,Pantry,3.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-023,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Spaghetti Pasta,Great Value,16 oz,Pantry,0.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-023,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Spaghetti Pasta,Signature Select,16 oz,Pantry,1.59,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-024,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pasta Sauce,Great Value,24 oz,Pantry,1.62,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-024,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Pasta Sauce,Signature Select,24 oz,Pantry,2.29,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-025,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Cereal,Great Value,family size / 18 oz est.,Pantry,3.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-025,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Cereal,Signature Select,family size / 18 oz est.,Pantry,4.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-026,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Old Fashioned Oats,Great Value,42 oz,Pantry,4.28,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-026,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Old Fashioned Oats,Signature Select,42 oz,Pantry,4.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-027,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Sugar,Great Value,4 lb,Pantry,3.12,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-027,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Sugar,Signature Select,4 lb,Pantry,3.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-028,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",All Purpose Flour,Great Value,5 lb,Pantry,2.58,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-028,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",All Purpose Flour,Signature Select,5 lb,Pantry,3.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-029,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Frozen Pizza,Great Value / Jack's,single pizza,Frozen,3.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-029,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Frozen Pizza,Signature Select,single pizza,Frozen,4.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-030,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Frozen Mixed Vegetables,Great Value,12 oz,Frozen,1.16,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-030,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Frozen Mixed Vegetables,Signature Select,12 oz,Frozen,1.79,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-031,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Chicken Nuggets,Great Value,29 oz,Frozen,5.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-031,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Chicken Nuggets,Signature Select,29 oz,Frozen,6.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-032,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Bottled Water,Great Value,24 pack 16.9 oz,Beverages,4.36,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-032,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Bottled Water,Signature Select,24 pack 16.9 oz,Beverages,5.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-033,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Apple Juice,Great Value,64 oz,Beverages,2.54,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-033,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Apple Juice,Signature Select,64 oz,Beverages,3.49,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-034,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Paper Towels,Great Value,6 double rolls,Household,8.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-034,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Paper Towels,Signature Select,6 double rolls,Household,10.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-035,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Toilet Paper,Great Value,12 mega rolls,Household,9.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-035,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Toilet Paper,Signature Select,12 mega rolls,Household,11.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-036,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Dish Soap,Great Value,28 oz,Household,2.24,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-036,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Dish Soap,Signature Select,28 oz,Household,2.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-037,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Laundry Detergent,Great Value,100 fl oz,Household,9.98,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-037,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Laundry Detergent,Signature Select,100 fl oz,Household,11.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-038,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Tall Kitchen Trash Bags,Great Value,45 ct,Household,8.48,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-038,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Tall Kitchen Trash Bags,Signature Select,45 ct,Household,9.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-039,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",#2 Pencils,Ticonderoga / Pen+Gear,24 ct,School,5.97,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-039,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",#2 Pencils,Office/school supply,24 ct,School,6.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-040,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Wide Ruled Notebook,Pen+Gear,70 sheets,School,0.68,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-040,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Wide Ruled Notebook,School supply,70 sheets,School,1.29,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-041,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Crayons,Crayola,24 ct,School,1.24,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-041,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Crayons,Crayola,24 ct,School,1.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-042,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Glue Sticks,Elmer's,6 ct,School,3.97,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-042,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Glue Sticks,Elmer's,6 ct,School,4.99,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
walmart-79015-043,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pocket Folders,Pen+Gear,2 pocket,School,0.25,2026-06-12,Starter estimate for 79015; verify against Walmart pickup price before relying on it.
united-79015-043,United Supermarkets,79015,United Supermarkets N 23rd & Russell Long,"201 N 23rd St, Canyon, TX 79015",Pocket Folders,School supply,2 pocket,School,0.79,2026-06-12,Starter estimate for 79015; verify against United app/DriveUp & Go price before relying on it.
