id,store,storeZip,storeName,storeAddress,name,brand,size,category,price,lastChecked,notes
walmart-79015-0044,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Oranges,Fresh Produce,4 lb bag,Produce,5.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0045,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Mandarins,Fresh Produce,3 lb bag,Produce,4.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0046,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Grapes Red Seedless,Fresh Produce,per lb,Produce,2.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0047,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Strawberries,Fresh Produce,1 lb,Produce,3.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0048,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Blueberries,Fresh Produce,pint,Produce,3.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0049,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Avocados,Fresh Produce,each,Produce,0.88,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0050,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Tomatoes Roma,Fresh Produce,per lb,Produce,1.28,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0051,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Cherry Tomatoes,Fresh Produce,10 oz,Produce,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0052,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Yellow Onions,Fresh Produce,3 lb bag,Produce,2.64,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0053,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Russet Potatoes,Fresh Produce,10 lb bag,Produce,5.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0054,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Sweet Potatoes,Fresh Produce,per lb,Produce,1.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0055,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Carrots,Fresh Produce,2 lb bag,Produce,1.96,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0056,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Celery,Fresh Produce,bunch,Produce,1.96,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0057,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Romaine Hearts,Fresh Produce,3 ct,Produce,3.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0058,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Iceberg Lettuce,Fresh Produce,head,Produce,1.88,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0059,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Baby Spinach,Marketside,10 oz,Produce,3.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0060,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Broccoli Crowns,Fresh Produce,per lb,Produce,1.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0061,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Cauliflower,Fresh Produce,head,Produce,3.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0062,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Bell Peppers,Fresh Produce,3 ct,Produce,3.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0063,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Cucumbers,Fresh Produce,each,Produce,0.78,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0064,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Zucchini,Fresh Produce,per lb,Produce,1.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0065,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Mushrooms,Fresh Produce,8 oz,Produce,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0066,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Cilantro,Fresh Produce,bunch,Produce,0.88,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0067,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Lemons,Fresh Produce,2 lb bag,Produce,3.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0068,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Limes,Fresh Produce,1 lb bag,Produce,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0069,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Sandwich Bread,Great Value,20 oz white,Bakery,1.42,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0070,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Wheat Bread,Great Value,20 oz,Bakery,1.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0071,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Hamburger Buns,Great Value,8 ct,Bakery,1.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0072,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Hot Dog Buns,Great Value,8 ct,Bakery,1.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0073,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Flour Tortillas,Great Value,10 ct burrito size,Bakery,2.28,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0074,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Corn Tortillas,Great Value,30 ct,Bakery,2.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0075,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Bagels,Great Value,6 ct plain,Bakery,2.38,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0076,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",English Muffins,Great Value,6 ct,Bakery,1.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0077,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Dinner Rolls,Freshness Guaranteed,12 ct,Bakery,3.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0078,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Donuts,Freshness Guaranteed,6 ct glazed,Bakery,4.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0079,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Muffins,Marketside,4 ct,Bakery,4.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0080,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Cake Mix,Great Value,15.25 oz,Bakery,1.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0081,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",All Purpose Flour,Great Value,5 lb,Pantry,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0082,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Granulated Sugar,Great Value,4 lb,Pantry,3.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0083,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Brown Sugar,Great Value,2 lb,Pantry,2.18,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0084,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Powdered Sugar,Great Value,2 lb,Pantry,2.18,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0085,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Vegetable Oil,Great Value,48 fl oz,Pantry,3.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0086,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Olive Oil,Great Value,17 fl oz,Pantry,5.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0087,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Canola Oil,Great Value,48 fl oz,Pantry,3.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0088,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",White Rice,Great Value,5 lb,Pantry,3.34,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0089,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Jasmine Rice,Great Value,5 lb,Pantry,5.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0090,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pinto Beans Dry,Great Value,2 lb,Pantry,2.38,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0091,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Black Beans Dry,Great Value,2 lb,Pantry,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0092,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pasta Spaghetti,Great Value,16 oz,Pantry,1.12,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0093,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pasta Penne,Great Value,16 oz,Pantry,1.12,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0094,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Macaroni & Cheese,Great Value,7.25 oz,Pantry,0.58,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0095,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Peanut Butter,Great Value,40 oz,Pantry,4.68,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0096,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Grape Jelly,Great Value,30 oz,Pantry,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0097,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Honey,Great Value,32 oz,Pantry,6.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0098,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pancake Syrup,Great Value,24 fl oz,Pantry,2.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0099,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Pancake Mix,Great Value,32 oz,Pantry,2.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0100,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Instant Mashed Potatoes,Great Value,13.75 oz,Pantry,2.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0101,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Chicken Broth,Great Value,32 oz,Pantry,1.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0102,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Beef Broth,Great Value,32 oz,Pantry,1.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0103,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Bread Crumbs,Great Value,15 oz,Pantry,1.88,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0104,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Taco Shells,Great Value,12 ct,Pantry,1.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0105,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Taco Seasoning,Great Value,1 oz,Pantry,0.48,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0106,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Salsa,Great Value,24 oz,Pantry,2.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0107,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Marinara Sauce,Great Value,24 oz,Pantry,1.78,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0108,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Alfredo Sauce,Great Value,15 oz,Pantry,1.98,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
walmart-79015-0109,Walmart,79015,Walmart Supercenter #793,"1701 N 23rd St, Canyon, TX 79015",Ranch Dressing,Great Value,16 fl oz,Pantry,2.24,2026-06-12,Expanded starter estimate for 79015; verify in Walmart app or receipt before relying on it. Not live pricing.
